run_id,Time Elapsed/s,3DBall.Environment.CumulativeReward.mean,batch_size,learning_rate,CPU Model,Operating System,GPU Model,buffer_size,beta,epsilon,lambd,num_epoch,shared_critic,learning_rate_schedule,beta_schedule,epsilon_schedule,timestamp,CPU Cores,CPU Frequency,Total RAM,DRL Algorithm Used,lambda,normalize,hidden_units,num_layers,gamma,max_steps,time_horizon
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0013_epsilon0.15,34.0,24.919569,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.15,,3,,,,,2025-12-06T15:06:53Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0013_epsilon0.2,34.0,57.404771,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.2,,3,,,,,2025-12-06T15:07:31Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0013_epsilon0.25,34.0,52.618189,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.25,,3,,,,,2025-12-06T15:08:09Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0013_epsilon0.3,34.0,45.973084,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.3,,3,,,,,2025-12-06T15:08:47Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0014_epsilon0.1,34.0,27.330004,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.1,,3,,,,,2025-12-06T15:09:24Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0014_epsilon0.15,33.0,30.331584,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.15,,3,,,,,2025-12-06T15:10:02Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0014_epsilon0.2,34.0,30.459464,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.2,,3,,,,,2025-12-06T15:10:39Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0014_epsilon0.25,34.0,27.702385,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.25,,3,,,,,2025-12-06T15:11:16Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0014_epsilon0.3,34.0,76.993762,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.3,,3,,,,,2025-12-06T15:11:53Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.001_epsilon0.1,34.0,98.983349,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.1,,3,,,,,2025-12-06T15:12:31Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.001_epsilon0.15,34.0,93.730783,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.15,,3,,,,,2025-12-06T15:13:08Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.001_epsilon0.2,34.0,93.250015,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.2,,3,,,,,2025-12-06T15:13:46Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.001_epsilon0.25,34.0,89.450014,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.25,,3,,,,,2025-12-06T15:14:23Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.001_epsilon0.3,33.0,85.421443,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.3,,3,,,,,2025-12-06T15:15:01Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0011_epsilon0.1,33.0,83.733346,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.1,,3,,,,,2025-12-06T15:15:38Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0011_epsilon0.15,33.0,87.530783,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.15,,3,,,,,2025-12-06T15:16:15Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0011_epsilon0.2,34.0,76.543762,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.2,,3,,,,,2025-12-06T15:16:52Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0011_epsilon0.25,34.0,96.476938,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.25,,3,,,,,2025-12-06T15:17:29Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0011_epsilon0.3,33.0,88.685728,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.3,,3,,,,,2025-12-06T15:18:07Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0012_epsilon0.1,33.0,68.258834,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.1,,3,,,,,2025-12-06T15:18:44Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0012_epsilon0.15,34.0,89.976937,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.15,,3,,,,,2025-12-06T15:19:21Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0012_epsilon0.2,34.0,75.093761,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.2,,3,,,,,2025-12-06T15:19:58Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0012_epsilon0.25,34.0,81.235727,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.25,,3,,,,,2025-12-06T15:20:35Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0012_epsilon0.3,34.0,69.32354,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.3,,3,,,,,2025-12-06T15:21:12Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0013_epsilon0.1,33.0,88.54287,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.1,,3,,,,,2025-12-06T15:21:50Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0013_epsilon0.15,33.0,72.137511,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.15,,3,,,,,2025-12-06T15:22:27Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0013_epsilon0.2,34.0,83.846679,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.2,,3,,,,,2025-12-06T15:23:04Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0013_epsilon0.25,34.0,93.207707,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.25,,3,,,,,2025-12-06T15:23:41Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0013_epsilon0.3,34.0,97.08463,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.3,,3,,,,,2025-12-06T15:24:19Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0014_epsilon0.1,34.0,59.266676,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.1,,3,,,,,2025-12-06T15:24:57Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0014_epsilon0.15,35.0,86.742871,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.15,,3,,,,,2025-12-06T15:25:34Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0014_epsilon0.2,35.0,90.415398,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.2,,3,,,,,2025-12-06T15:26:12Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0014_epsilon0.25,34.0,75.725012,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.25,,3,,,,,2025-12-06T15:26:50Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0002_beta0.0014_epsilon0.3,34.0,84.785728,27,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.3,,3,,,,,2025-12-06T15:27:28Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.001_epsilon0.1,34.0,89.485729,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.1,,3,,,,,2025-12-06T15:28:05Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.001_epsilon0.15,34.0,85.66668,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.15,,3,,,,,2025-12-06T15:28:43Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.001_epsilon0.2,34.0,75.681262,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.2,,3,,,,,2025-12-06T15:29:20Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.001_epsilon0.25,34.0,87.242871,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.25,,3,,,,,2025-12-06T15:29:57Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.001_epsilon0.3,34.0,89.471442,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.3,,3,,,,,2025-12-06T15:30:35Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0011_epsilon0.1,34.0,66.311122,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.1,,3,,,,,2025-12-06T15:31:13Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0011_epsilon0.15,34.0,83.740013,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.15,,3,,,,,2025-12-06T15:31:50Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0011_epsilon0.2,34.0,93.507707,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.2,,3,,,,,2025-12-06T15:32:28Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0011_epsilon0.25,35.0,94.775014,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.25,,3,,,,,2025-12-06T15:33:05Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0011_epsilon0.3,34.0,84.314298,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.3,,3,,,,,2025-12-06T15:33:43Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0012_epsilon0.1,34.0,74.512511,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.1,,3,,,,,2025-12-06T15:34:21Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0012_epsilon0.15,34.0,87.776937,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.15,,3,,,,,2025-12-06T15:34:58Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0012_epsilon0.2,35.0,86.164299,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.2,,3,,,,,2025-12-06T15:35:36Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0012_epsilon0.25,34.0,93.215399,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.25,,3,,,,,2025-12-06T15:36:14Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0012_epsilon0.3,34.0,93.45386,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.3,,3,,,,,2025-12-06T15:36:52Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0013_epsilon0.1,34.0,80.535727,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.1,,3,,,,,2025-12-06T15:37:29Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0013_epsilon0.15,33.0,88.538475,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.15,,3,,,,,2025-12-06T15:38:07Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0013_epsilon0.2,33.0,94.776938,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.2,,3,,,,,2025-12-06T15:38:44Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0013_epsilon0.25,34.0,94.115399,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.25,,3,,,,,2025-12-06T15:39:21Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0013_epsilon0.3,35.0,90.100013,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.3,,3,,,,,2025-12-06T15:39:58Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0014_epsilon0.1,34.0,66.926326,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.1,,3,,,,,2025-12-06T15:40:36Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0014_epsilon0.15,33.0,94.141681,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.15,,3,,,,,2025-12-06T15:41:14Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0014_epsilon0.2,34.0,91.315398,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.2,,3,,,,,2025-12-06T15:41:50Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0014_epsilon0.25,34.0,96.508348,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.25,,3,,,,,2025-12-06T15:42:28Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0003_beta0.0014_epsilon0.3,33.0,92.446168,27,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0014,0.3,,3,,,,,2025-12-06T15:43:06Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0004_beta0.001_epsilon0.1,33.0,80.280012,27,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.1,,3,,,,,2025-12-06T15:43:43Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0004_beta0.001_epsilon0.15,34.0,86.807156,27,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.15,,3,,,,,2025-12-06T15:44:20Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0004_beta0.001_epsilon0.2,34.0,85.264299,27,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.2,,3,,,,,2025-12-06T15:44:58Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0004_beta0.001_epsilon0.25,34.0,79.885726,27,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.25,,3,,,,,2025-12-06T15:45:35Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0004_beta0.001_epsilon0.3,33.0,85.914299,27,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.3,,3,,,,,2025-12-06T15:46:13Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0004_beta0.0011_epsilon0.1,34.0,92.915399,27,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.1,,3,,,,,2025-12-06T15:46:50Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0004_beta0.0011_epsilon0.15,33.0,95.383348,27,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.15,,3,,,,,2025-12-06T15:47:27Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0004_beta0.0011_epsilon0.2,34.0,78.913346,27,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.2,,3,,,,,2025-12-06T15:48:04Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0004_beta0.0011_epsilon0.25,34.0,97.283348,27,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.25,,3,,,,,2025-12-06T15:48:42Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
